Phyla,Species,antimicrobial-resistance,Biofilm-formation,Human-pathogenicity,Thermophile,Radiation-resistance,Spore-formation
Ascomycota,Hirsutella minnesotensis,0,0,0,0,0,0
Ascomycota,Hirsutella rhossiliensis,0,0,0,1,0,0
Ascomycota,Histoplasma capsulatum,0,0,0,1,0,0
Ascomycota,Histoplasma ohiense,0,0,0,1,0,0
Ascomycota,Hortaea werneckii,0,0,1,0,0,0
Ascomycota,Huiozyma naganishii,0,1,0,0,1,0
Ascomycota,Hyaloscypha bicolor,0,1,0,1,0,0
Ascomycota,Hyaloscypha hepaticicola,0,0,0,1,0,0
Ascomycota,Hyaloscypha variabilis,0,0,0,1,0,0
Basidiomycota,Hydnomerulius pinastri,0,1,0,0,0,0
Basidiomycota,Hydnum rufescens,0,1,0,0,0,0
Basidiomycota,Hygrophoropsis aurantiaca,0,0,0,0,0,0
Ascomycota,Hymenoscyphus albidus,0,1,0,1,0,0
Ascomycota,Hymenoscyphus fraxineus,0,1,0,1,0,0
Ascomycota,Hyphodiscus hymeniophilus,0,0,0,1,0,1
Basidiomycota,Hypholoma sublateritium,0,1,1,0,0,0
Ascomycota,Hypocrea atroviridis,0,0,0,1,0,0
Ascomycota,Hypocrea jecorina,0,0,0,1,0,0
Ascomycota,Hypocrea virens,0,0,0,1,0,0
Ascomycota,Hypoxylon sp.,0,1,0,1,0,0
Basidiomycota,Hypsizygus marmoreus,0,0,0,0,0,0
Ascomycota,Icmadophila ericetorum,0,0,0,1,0,0
Ascomycota,Ilyonectria sp.,0,0,0,1,0,0
Ascomycota,Immersiella caudata,0,0,0,1,0,0
Ascomycota,Imshaugia aleurites,0,0,0,1,0,0
Basidiomycota,Irpex rosettiformis,0,1,0,0,0,0
Basidiomycota,Jaapia argillacea,0,0,0,0,0,0
Basidiomycota,Jaminaea rosea,0,0,0,0,0,0
Mucoromycota,Jimgerdemannia flammicorona,0,0,0,1,0,0
Basidiomycota,Kalmanozyma brasiliensis,0,0,0,0,0,0
Ascomycota,Kalmusia sp.,0,0,0,1,0,0
Mucoromycota,Kickxella alabastrina,0,0,0,1,0,0
Ascomycota,Kluyveromyces lactis,0,1,0,0,1,0
Ascomycota,Kluyveromyces marxianus,0,0,0,1,1,0
Ascomycota,Knufia fluminis,0,0,0,1,0,0
Ascomycota,Knufia obscura,0,0,0,1,0,0
Ascomycota,Knufia peltigerae,0,0,0,1,0,0
Basidiomycota,Kockovaella imperatae,0,0,0,0,0,0
Ascomycota,Komagataella pastoris,0,1,0,0,1,0
Basidiomycota,Kwoniella dendrophila,0,0,0,0,0,0
Basidiomycota,Kwoniella europaea,0,0,0,0,0,0
Basidiomycota,Kwoniella mangrovensis,0,0,0,0,0,0
Basidiomycota,Kwoniella newhampshirensis,0,0,0,0,0,0
Basidiomycota,Kwoniella shandongensis,0,0,0,0,0,0
Basidiomycota,Kwoniella sp.,0,0,0,0,0,0
Basidiomycota,Laccaria amethystina,0,0,0,0,0,0
Basidiomycota,Laccaria bicolor,0,0,0,0,0,0
Ascomycota,Lachancea dasiensis,0,1,0,0,1,0
Ascomycota,Lachancea fermentati,0,1,0,1,1,0
Ascomycota,Lachancea lanzarotensis,0,1,0,0,1,0
Ascomycota,Lachancea mirantina,0,1,0,0,1,0
Ascomycota,Lachancea quebecensis,0,1,0,1,1,0
Ascomycota,Lachancea sp.,0,1,0,1,1,0
Ascomycota,Lachancea thermotolerans,0,1,0,1,1,0
Ascomycota,Lachnellula arida,0,0,0,1,0,0
Ascomycota,Lachnellula cervina,0,0,0,1,0,0
Ascomycota,Lachnellula hyalina,0,0,0,1,0,1
Ascomycota,Lachnellula occidentalis,0,0,0,1,0,0
Ascomycota,Lachnellula subtilissima,0,0,0,1,0,1
Ascomycota,Lachnellula suecica,0,0,0,1,0,0
Ascomycota,Lachnellula willkommii,0,0,0,1,0,0
Basidiomycota,Lactarius akahatsu,0,0,0,0,0,0
Basidiomycota,Laetiporus sulphureus,0,0,0,0,0,0
Ascomycota,Lasallia pustulata,0,0,0,1,0,0
Ascomycota,Lasiodiplodia hormozganensis,0,0,0,1,0,0
Ascomycota,Lasiodiplodia mahajangana,0,0,0,1,0,0
Ascomycota,Lasiodiplodia theobromae,0,0,0,1,0,0
Ascomycota,Lasiosphaeria hispida,0,0,0,1,0,0
Ascomycota,Lasiosphaeria miniovina,0,0,0,1,0,0
Ascomycota,Lasiosphaeria ovina,0,0,0,1,0,0
Ascomycota,Lasiosphaeris hirsuta,0,0,0,1,0,0
Ascomycota,Lecanicillium fungicola,0,0,0,0,0,0
Ascomycota,Lecanicillium saksenae,0,0,0,1,0,0
Ascomycota,Lecanicillium sp.,0,0,0,1,0,0
Ascomycota,Lecanosticta acicola,0,0,0,1,0,0
Basidiomycota,Lentinula aciculospora,0,0,0,0,0,0
Basidiomycota,Lentinula aff.,0,0,0,0,0,0
Basidiomycota,Lentinula boryana,0,0,0,0,0,0
Basidiomycota,Lentinula detonsa,0,0,0,0,0,0
Basidiomycota,Lentinula edodes,0,0,0,0,0,0
Basidiomycota,Lentinula guzmanii,0,0,0,0,0,0
Basidiomycota,Lentinula lateritia,0,0,0,0,0,0
Basidiomycota,Lentinula raphanica,0,0,0,0,0,0
Basidiomycota,Lentinus brumalis,0,0,0,0,0,0
Basidiomycota,Lentinus tigrinus,0,0,0,0,0,0
Ascomycota,Lepraria neglecta,0,0,0,1,0,0
Ascomycota,Leptosphaeria maculans,0,0,1,1,0,0
Ascomycota,Letharia columbiana,0,0,0,1,0,0
Ascomycota,Letharia lupina,0,0,0,1,0,0
Basidiomycota,Leucoagaricus leucothites,0,0,0,0,0,0
Basidiomycota,Leucoagaricus sp.,0,0,0,0,0,0
Basidiomycota,Leucocoprinus birnbaumii,0,0,0,0,0,0
Basidiomycota,Leucogyrophana mollusca,0,0,0,0,0,0
Basidiomycota,Leucosporidium creatinivorum,0,0,0,0,0,0
Mucoromycota,Lichtheimia ornata,0,0,0,0,0,0
Mucoromycota,Linderina macrospora,0,0,0,0,0,0
Mucoromycota,Linderina pennispora,0,0,0,0,0,0
Ascomycota,Lindgomyces ingoldianus,0,0,0,1,0,0
Ascomycota,Lineolata rhizophorae,0,0,0,1,0,0
Mucoromycota,Linnemannia elongata,0,0,0,0,0,0
Mucoromycota,Linnemannia exigua,0,0,0,0,0,0
Mucoromycota,Linnemannia gamsii,0,0,0,0,0,0
Mucoromycota,Linnemannia hyalina,0,0,0,0,0,0
Mucoromycota,Linnemannia schmuckeri,0,0,0,0,0,0
Ascomycota,Lipomyces starkeyi,0,0,0,1,0,0
Ascomycota,Lithohypha guttulata,0,0,0,1,0,0
Mucoromycota,Lobosporangium transversale,0,0,0,0,0,0
Chytridiomycota,Lobulomycetales sp.,0,0,0,0,0,0
Ascomycota,Lomentospora prolificans,0,0,0,1,0,0
Ascomycota,Lophiotrema nucula,0,0,0,1,0,0
Ascomycota,Lophium mytilinum,0,0,0,1,0,0
Mucoromycota,Lunasporangiospora selenospora,0,0,0,0,0,0
Basidiomycota,Lyophyllum shimeji,0,0,0,0,0,0
Basidiomycota,Macrolepiota fuliginosa,0,1,0,0,0,0
Ascomycota,Macrophomina phaseolina,0,0,0,0,0,0
Ascomycota,Macroventuria anomochaeta,0,0,0,1,0,0
Ascomycota,Madurella mycetomatis,0,0,0,1,0,0
Ascomycota,Magnaporthe oryzae,0,0,0,1,0,0
Ascomycota,Magnusiomyces paraingens,0,0,0,1,0,0
Basidiomycota,Malassezia arunalokei,0,0,0,0,0,0
Basidiomycota,Malassezia brasiliensis,0,0,0,0,0,0
Basidiomycota,Malassezia caprae,0,0,0,0,0,0
Basidiomycota,Malassezia cuniculi,0,0,0,0,0,0
Basidiomycota,Malassezia equina,0,0,0,0,0,0
Basidiomycota,Malassezia furfur,0,0,0,0,0,0
Basidiomycota,Malassezia japonica,0,0,0,0,0,0
Basidiomycota,Malassezia nana,0,0,0,0,0,0
Basidiomycota,Malassezia obtusa,0,0,0,0,0,0
Basidiomycota,Malassezia pachydermatis,0,0,0,0,0,0
Basidiomycota,Malassezia psittaci,0,0,0,0,0,0
Basidiomycota,Malassezia vespertilionis,0,0,0,0,0,0
Basidiomycota,Malassezia yamatoensis,0,0,0,0,0,0
Basidiomycota,Marasmius oreades,0,0,0,0,0,0
Basidiomycota,Marasmius sp.,0,0,0,0,0,0
Ascomycota,Marssonina brunnea,0,0,0,1,0,0
Ascomycota,Martiniozyma asiatica,0,0,0,0,0,0
Ascomycota,Massariosphaeria phaeospora,0,0,0,1,0,0
Ascomycota,Maudiozyma barnettii,0,1,0,1,1,0
Ascomycota,Maudiozyma exigua,0,1,0,1,1,0
Ascomycota,Maudiozyma humilis,0,1,0,1,1,0
Ascomycota,Maudiozyma saulgeensis,0,1,0,1,1,0
Basidiomycota,Meira miltonrushii,0,0,0,0,0,0
Basidiomycota,Melampsora larici populina,0,0,0,0,0,0
Basidiomycota,Melanopsichium pennsylvanicum,0,0,0,0,0,0
Ascomycota,Meristemomyces frigidus,0,0,0,1,0,0
Ascomycota,Metarhizium acridum,0,0,0,1,0,0
Ascomycota,Metarhizium album,0,0,0,1,0,0
Ascomycota,Metarhizium anisopliae,0,0,0,1,0,0
Ascomycota,Metarhizium brunneum,0,0,0,0,0,0
Ascomycota,Metarhizium guizhouense,0,0,0,1,0,0
Ascomycota,Metarhizium humberi,0,0,0,1,0,0
Ascomycota,Metarhizium majus,0,0,0,1,0,0
Ascomycota,Metarhizium rileyi,0,0,0,1,0,0
Ascomycota,Metarhizium robertsii,0,0,0,1,0,0
Ascomycota,Metschnikowia aff.,0,1,0,1,1,0
Ascomycota,Metschnikowia sp.,0,1,0,0,1,0
Ascomycota,Meyerozyma guilliermondii,1,1,0,1,1,0
Ascomycota,Meyerozyma sp.,1,1,0,1,1,0
Basidiomycota,Microbotryomycetes sp.,0,0,0,0,0,0
Basidiomycota,Microbotryum intermedium,0,0,0,0,0,0
Basidiomycota,Microbotryum lychnidis dioicae,0,0,0,0,0,0
Basidiomycota,Microbotryum saponariae,0,0,0,0,0,0
Basidiomycota,Microbotryum silenes dioicae,0,0,0,0,0,0
Ascomycota,Microdochium bolleyi,0,0,0,1,0,0
Ascomycota,Microdochium trichocladiopsis,0,0,0,1,0,0
Ascomycota,Microthyrium microscopicum,0,0,0,1,0,0
Microsporidia,Mitosporidium daphniae,0,0,0,0,0,0
Basidiomycota,Mixia osmundae,0,0,0,0,0,0
Mucoromycota,Modicella reniformis,0,0,0,1,0,0
Ascomycota,Moelleriella libera,0,1,0,1,0,0
Basidiomycota,Moesziomyces antarcticus,0,0,0,0,1,0
Ascomycota,Mollisia scopiformis,1,0,0,1,0,0
Ascomycota,Mollisiaceae sp.,0,0,0,1,0,0
Ascomycota,Monascus purpureus,0,0,0,1,0,0
Ascomycota,Monilinia fructicola,0,1,0,1,0,0
Ascomycota,Monilinia fructigena,0,0,0,1,0,0
Ascomycota,Monilinia laxa,0,0,0,1,1,0
Ascomycota,Monilinia vaccinii corymbosi,0,0,0,1,0,0
Basidiomycota,Moniliophthora perniciosa,0,0,0,0,0,0
Basidiomycota,Moniliophthora roreri,0,0,0,0,0,0
Ascomycota,Monosporascus cannonballus,0,0,0,1,0,0
Ascomycota,Monosporascus ibericus,0,0,0,1,0,0
Ascomycota,Monosporascus sp.,0,0,0,1,0,0
Ascomycota,Morchella conica,0,0,0,1,0,0
Mucoromycota,Mortierella alpina,0,0,0,0,0,0
Mucoromycota,Mortierella elongata,0,0,0,0,0,0
Mucoromycota,Mortierella hygrophila,0,0,0,0,0,0
Mucoromycota,Mortierella isabellina,0,0,0,0,0,0
Mucoromycota,Mortierella polycephala,0,0,0,0,0,0
Mucoromycota,Mortierella sp.,0,0,0,0,0,0
Mucoromycota,Mortierella verticillata,0,0,0,0,0,0
Mucoromycota,Mucor ambiguus,0,0,0,0,0,0
Mucoromycota,Mucor circinelloides,0,0,0,0,0,0
Mucoromycota,Mucor plumbeus,0,0,0,0,0,0
Mucoromycota,Mucor saturninus,0,0,0,0,0,0
Mucoromycota,Mucor velutinosus,0,0,0,0,0,0
Basidiomycota,Multifurca ochricompacta,0,1,0,0,0,0
Basidiomycota,Mycena albidolilacea,0,1,0,0,0,0
Basidiomycota,Mycena alexandri,0,1,0,0,0,0
Basidiomycota,Mycena belliarum,0,0,0,0,0,0
Basidiomycota,Mycena chlorophos,0,0,0,0,0,0
Basidiomycota,Mycena citricolor,0,0,0,1,0,0
Basidiomycota,Mycena indigotica,0,0,0,0,0,0
Basidiomycota,Mycena kentingensis,0,0,0,1,0,0
Basidiomycota,Mycena maculata,0,0,0,0,0,0
Basidiomycota,Mycena metata,0,0,0,0,0,0
Basidiomycota,Mycena pura,0,1,0,0,0,0
Basidiomycota,Mycena rosella,0,0,0,0,0,0
Basidiomycota,Mycena sanguinolenta,0,1,0,0,0,0
Basidiomycota,Mycena sp.,0,0,0,0,0,0
Basidiomycota,Mycena venus,0,0,0,0,0,0
Mucoromycota,Mycoemilia scoparia,0,0,0,0,0,0
Basidiomycota,Mycosarcoma maydis,0,0,0,0,0,0
Ascomycota,Mycosphaerella eumusae,0,0,0,1,0,0
Ascomycota,Myotisia sp.,0,0,0,1,0,0
Ascomycota,Mytilinidion resinicola,0,0,0,1,0,0
Basidiomycota,Naematelia encephala,0,0,0,0,0,0
Basidiomycota,Naganishia adeliensis,0,0,0,0,0,0
Basidiomycota,Naganishia cerealis,1,0,0,1,1,0
Basidiomycota,Naganishia friedmannii,0,0,0,0,0,0
Basidiomycota,Naganishia liquefaciens,0,0,0,0,0,0
Basidiomycota,Naganishia onofrii,0,0,0,0,0,0
Basidiomycota,Naganishia vaughanmartiniae,0,0,0,0,0,0
Ascomycota,Naumovozyma castellii,0,1,0,1,1,0
Ascomycota,Naumovozyma dairenensis,0,1,0,1,1,0
Ascomycota,Nemania bipapillata,0,1,0,1,0,0
Microsporidia,Nematocida ausubeli,0,0,0,0,0,0
Microsporidia,Nematocida displodere,0,0,0,0,0,0
Microsporidia,Nematocida parisii,0,0,0,0,0,0
Microsporidia,Nematocida sp.,0,0,0,0,0,0
Ascomycota,Neoarthrinium moseri,0,1,0,1,0,0
Neocallimastigomycota,Neocallimastix californiae,0,0,0,0,0,0
Ascomycota,Neocucurbitaria cava,0,0,0,1,0,0
Ascomycota,Neofusicoccum parvum,0,0,0,1,0,0
Ascomycota,Neohortaea acidophila,0,0,0,1,0,0
Ascomycota,Neolecta irregularis,0,0,0,0,0,0
Basidiomycota,Neolentinus lepideus,0,0,0,0,0,0
Ascomycota,Neonectria ditissima,0,0,0,1,0,0
Ascomycota,Neophaeococcomyces mojaviensis,0,0,0,1,0,0
Ascomycota,Neurospora crassa,0,0,0,0,0,0
Ascomycota,Neurospora hispaniola,0,0,0,1,0,0
Ascomycota,Neurospora sp.,0,0,0,0,0,0
Ascomycota,Neurospora tetrasperma,0,0,0,1,0,0
Ascomycota,Neurospora tetraspora,0,0,0,1,0,0
Ascomycota,Niveomyces insectorum,0,0,0,1,0,0
Microsporidia,Nosema apis,0,0,0,0,0,0
Microsporidia,Nosema bombycis,0,0,0,0,0,0
Microsporidia,Nosema ceranae,0,0,0,0,0,0
Microsporidia,Nosema granulosis,0,0,0,0,0,0
Basidiomycota,Obba rivulosa,0,0,0,0,0,0
Ascomycota,Ogataea haglerorum,0,1,0,0,0,0
Ascomycota,Ogataea parapolymorpha,0,1,0,0,1,0
Ascomycota,Ogataea polymorpha,0,1,0,0,1,0
Ascomycota,Oidiodendron maius,0,0,0,1,0,0
Ascomycota,Oleoguttula mirabilis,0,0,0,1,0,0
Ascomycota,Oleoguttula sp.,0,0,0,1,0,0
Chytridiomycota,Olpidium bornovanus,0,0,0,0,0,0
Ascomycota,Onygenales sp.,0,0,0,1,0,0
Ascomycota,Ophiobolus disseminans,0,0,0,1,0,0
Ascomycota,Ophiocordyceps australis,0,0,0,1,0,0
Ascomycota,Ophiocordyceps camponoti floridani,0,0,0,1,0,0
Ascomycota,Ophiocordyceps camponoti leonardi,0,1,0,1,0,0
Ascomycota,Ophiocordyceps camponoti rufipedis,0,0,0,1,0,0
Ascomycota,Ophiocordyceps camponoti saundersi,0,0,0,1,0,0
Ascomycota,Ophiocordyceps polyrhachis furcata,0,0,0,1,0,0
Ascomycota,Ophiocordyceps sinensis,0,0,0,1,0,0
Ascomycota,Ophiocordyceps unilateralis,0,0,0,1,0,0
Ascomycota,Ophiostoma piceae,0,0,0,1,0,0
Ascomycota,Orbilia blumenaviensis,0,0,0,1,0,0
Ascomycota,Orbilia brochopaga,0,0,0,1,0,0
Ascomycota,Orbilia ellipsospora,0,0,0,1,0,0
Ascomycota,Orbilia javanica,0,0,0,1,0,0
Microsporidia,Ordospora colligata,0,0,0,0,0,0
Basidiomycota,Panaeolus cyanescens,0,0,0,0,0,0
Basidiomycota,Papiliotrema laurentii,0,0,0,0,0,0
Ascomycota,Parachaetomium inaequale,0,0,0,1,0,0
Ascomycota,Paracoccidioides brasiliensis,0,0,0,1,0,0
Ascomycota,Paracoccidioides lutzii,0,0,0,1,0,0
Glomeromycota,Paraglomus brasilianum,0,0,0,0,0,0
Glomeromycota,Paraglomus occultum,0,0,0,0,0,0
Basidiomycota,Paramarasmius palmivorus,0,0,0,0,0,0
Microsporidia,Paramicrosporidium saccamoebae,0,0,0,0,0,0
Ascomycota,Paraphaeosphaeria minitans,0,0,0,1,0,0
Ascomycota,Paraphaeosphaeria sporulosa,0,0,0,1,0,0
Ascomycota,Paraphoma chrysanthemicola,0,0,0,1,0,0
Ascomycota,Parascedosporium putredinis,0,0,0,1,1,0
Mucoromycota,Parasitella parasitica,0,0,0,0,0,0
Ascomycota,Parastagonospora nodorum,0,0,0,1,0,0
Ascomycota,Parathielavia appendiculata,0,0,0,1,0,0
Ascomycota,Parathielavia hyrcaniae,0,0,0,1,0,0
Ascomycota,Passalora fulva,0,0,0,1,0,0
Basidiomycota,Paxillus rubicundulus,0,0,0,0,0,0
Ascomycota,Peltaster fructicola,0,0,0,1,0,0
Ascomycota,Penicillium alfredii,0,0,0,1,0,0
Ascomycota,Penicillium angulare,1,0,0,1,0,0
Ascomycota,Penicillium antarcticum,0,0,0,1,0,0
Ascomycota,Penicillium argentinense,0,0,0,1,0,0
Ascomycota,Penicillium arizonense,0,0,0,1,0,0
Ascomycota,Penicillium atrosanguineum,0,0,0,1,0,0
Ascomycota,Penicillium bovifimosum,0,0,0,1,0,0
Ascomycota,Penicillium brasilianum,0,0,0,1,0,0
Ascomycota,Penicillium brevicompactum,0,0,0,1,0,0
Ascomycota,Penicillium camemberti,0,0,0,0,0,0
Ascomycota,Penicillium canariense,0,0,0,1,0,0
Ascomycota,Penicillium cataractarum,0,0,0,1,0,0
Ascomycota,Penicillium cf.,0,0,0,1,0,0
Ascomycota,Penicillium chermesinum,0,0,0,1,1,0
Ascomycota,Penicillium chrysogenum,0,0,0,0,0,0
Ascomycota,Penicillium cinerascens,0,0,0,1,0,0
Ascomycota,Penicillium citrinum,0,0,0,1,0,1
Ascomycota,Penicillium concentricum,0,0,0,1,0,0
Ascomycota,Penicillium coprophilum,0,0,0,1,0,0
Ascomycota,Penicillium cosmopolitanum,0,0,0,1,0,0
Ascomycota,Penicillium crustosum,0,0,0,1,0,0
Ascomycota,Penicillium decumbens,0,0,0,1,0,0
Ascomycota,Penicillium desertorum,0,0,0,1,0,0
Ascomycota,Penicillium diatomitis,0,0,0,1,0,0
Ascomycota,Penicillium digitatum,0,0,0,0,0,0
Ascomycota,Penicillium egyptiacum,0,0,0,1,0,0
Ascomycota,Penicillium expansum,0,0,0,1,0,0
Ascomycota,Penicillium fimorum,0,0,0,1,0,0
Ascomycota,Penicillium flavigenum,0,0,0,1,0,0
Ascomycota,Penicillium freii,0,0,0,0,0,0
Ascomycota,Penicillium frequentans,1,0,0,1,0,0
Ascomycota,Penicillium hetheringtonii,0,0,0,1,0,0
Ascomycota,Penicillium hordei,0,0,0,1,0,0
Ascomycota,Penicillium italicum,0,0,0,1,0,0
Ascomycota,Penicillium malachiteum,0,0,0,1,0,0
Ascomycota,Penicillium nordicum,0,0,0,0,0,0
Ascomycota,Penicillium occitanis,0,0,0,1,0,0
Ascomycota,Penicillium olsonii,0,0,0,1,1,0
Ascomycota,Penicillium oxalicum,0,0,0,1,0,0
Ascomycota,Penicillium patulum,0,0,0,1,0,0
Ascomycota,Penicillium polonicum,0,0,0,1,0,0
Ascomycota,Penicillium roqueforti,0,0,0,1,0,0
Ascomycota,Penicillium rubens,0,0,0,1,0,0
Ascomycota,Penicillium salamii,0,0,0,1,0,0
Ascomycota,Penicillium solitum,0,0,0,1,0,0
Ascomycota,Penicillium sp.,0,0,0,1,0,0
Ascomycota,Penicillium steckii,0,0,0,1,0,0
Ascomycota,Penicillium subrubescens,0,0,0,1,0,0
Ascomycota,Penicillium thymicola,0,0,0,0,0,0
Ascomycota,Penicillium ucsense,0,0,0,1,0,0
Ascomycota,Penicillium vulpinum,0,0,0,1,0,0
Basidiomycota,Peniophora sp.,0,1,0,0,0,0
Ascomycota,Periconia digitata,0,0,0,1,0,1
Ascomycota,Periconia macrospinosa,0,0,0,1,0,0
Ascomycota,Pestalotiopsis fici,0,0,0,1,0,0
Ascomycota,Petromyces alliaceus,0,0,0,1,0,0
Ascomycota,Phaeoacremonium minimum,0,0,0,1,0,0
Ascomycota,Phaeomoniella chlamydospora,0,0,0,1,0,0
Ascomycota,Phaeosphaeria nodorum,0,0,0,1,0,0
Ascomycota,Phaeosphaeria sp.,0,0,0,1,0,0
Ascomycota,Phaeosphaeriaceae sp.,0,0,0,1,0,0
Basidiomycota,Phakopsora pachyrhizi,0,0,0,0,0,0
Basidiomycota,Phanerochaete carnosa,0,1,0,0,0,0
Basidiomycota,Phanerochaete sordida,0,0,0,0,0,0
Mucoromycota,Phascolomyces articulosus,0,0,0,0,0,0
Basidiomycota,Phellinidium pouzarii,0,0,0,0,0,0
Ascomycota,Phialemonium atrogriseum,0,0,0,1,0,0
Ascomycota,Phialocephala scopiformis,1,0,0,1,0,0
Ascomycota,Phialocephala subalpina,1,0,0,1,0,0
Ascomycota,Phialophora macrospora,0,0,0,1,0,0
Basidiomycota,Phlebia brevispora,0,0,0,0,0,0
Basidiomycota,Phlebiopsis gigantea,0,0,0,0,0,0
Basidiomycota,Phlebopus sp.,0,0,0,0,0,0
Basidiomycota,Pholiota conissans,0,0,0,0,0,0
Ascomycota,Phomopsis amygdali,0,1,0,1,0,0
Ascomycota,Phyllachora maydis,0,0,0,1,0,0
Ascomycota,Phyllosticta citriasiana,0,0,0,1,0,0
Ascomycota,Phyllosticta citricarpa,0,0,0,1,0,0
Ascomycota,Phyllosticta paracitricarpa,0,0,0,1,0,0
Basidiomycota,Physisporinus lineatus,0,0,0,0,0,0
Chytridiomycota,Physocladia obscura,0,0,0,0,0,0
Ascomycota,Piccolia ochrophora,0,0,0,1,0,0
Ascomycota,Pichia angusta,0,1,0,0,0,0
Ascomycota,Pichia californica,0,1,0,0,0,0
Ascomycota,Pichia inconspicua,0,0,0,0,0,0
Ascomycota,Pichia kluyveri,0,1,0,0,0,0
Ascomycota,Pichia sorbitophila,0,1,0,0,1,0
Basidiomycota,Piloderma croceum,0,0,0,0,0,0
Zoopagomycota,Piptocephalis cylindrospora,0,0,0,0,0,0
Zoopagomycota,Piptocephalis tieghemiana,0,0,0,0,0,0
Neocallimastigomycota,Piromyces finnis,0,0,0,0,0,0
Neocallimastigomycota,Piromyces sp.,0,0,0,0,0,0
Basidiomycota,Pisolithus microcarpus,0,0,0,0,0,0
Basidiomycota,Pisolithus tinctorius,0,0,0,0,0,0
Ascomycota,Plectosphaerella cucumerina,0,0,0,1,0,0
Ascomycota,Plectosphaerella plurivora,0,0,0,1,0,0
Ascomycota,Plenodomus tracheiphilus,0,0,1,1,0,0
Ascomycota,Pleurostoma richardsiae,0,0,0,1,0,0
Basidiomycota,Pleurotus cornucopiae,0,0,0,0,0,0
Basidiomycota,Pleurotus eryngii,0,0,0,0,0,0
Basidiomycota,Pleurotus ostreatoroseus,0,0,0,0,0,0
Basidiomycota,Pleurotus ostreatus,0,0,0,0,0,0
Basidiomycota,Plicaturopsis crispa,0,0,0,0,0,0
Basidiomycota,Pluteus cervinus,0,0,0,0,0,0
Ascomycota,Pneumocystis carinii,0,0,0,0,0,0
Ascomycota,Pneumocystis jirovecii,0,0,0,0,0,0
Ascomycota,Pneumocystis murina,0,0,0,0,0,0
Ascomycota,Pneumocystis oryctolagi,0,0,0,0,0,0
Ascomycota,Pneumocystis sp.,0,0,0,0,0,0
Ascomycota,Pneumocystis wakefieldiae,0,0,0,0,0,0
Ascomycota,Pochonia chlamydosporia,0,1,0,1,0,0
Mucoromycota,Podila minutissima,0,0,0,0,0,0
Ascomycota,Podospora aff.,0,0,0,1,0,0
Ascomycota,Podospora anserina,0,0,0,1,0,0
Ascomycota,Podospora appendiculata,0,0,0,1,0,0
Ascomycota,Podospora australis,0,0,0,1,0,0
Ascomycota,Podospora bellae mahoneyi,0,0,0,1,0,0
Ascomycota,Podospora comata,0,0,0,1,0,0
Ascomycota,Podospora didyma,0,0,0,1,0,0
Ascomycota,Podospora fimiseda,0,0,0,1,0,0
Ascomycota,Podospora pseudoanserina,0,0,0,1,0,0
Ascomycota,Podospora pseudocomata,0,0,0,1,0,0
Ascomycota,Podospora pseudopauciseta,0,0,0,1,0,0
Ascomycota,Polyplosphaeria fusca,0,0,0,1,0,0
Basidiomycota,Polyporus arcularius,0,0,0,0,0,0
Ascomycota,Polytolypa hystricis,0,0,0,1,0,1
Basidiomycota,Postia placenta,0,0,0,0,0,0
Chytridiomycota,Powellomyces hirtus,0,0,0,0,0,0
Ascomycota,Protomyces lactucae debilis,0,0,0,0,0,0
Ascomycota,Pseudallescheria apiosperma,0,0,0,1,0,0
Ascomycota,Pseudocercospora eumusae,0,0,0,1,0,0
Ascomycota,Pseudocercospora fijiensis,0,0,0,1,0,0
Ascomycota,Pseudocercospora fuligena,0,0,0,1,0,0
Ascomycota,Pseudocercospora musae,0,0,0,0,0,0
Ascomycota,Pseudogymnoascus destructans,0,0,0,1,0,0
Ascomycota,Pseudogymnoascus sp.,0,1,0,1,0,0
Ascomycota,Pseudogymnoascus verrucosus,0,0,0,1,0,0
Microsporidia,Pseudoloma neurophilia,0,0,0,0,0,0
Ascomycota,Pseudomassariella vexata,0,1,0,1,0,0
Basidiomycota,Pseudomicrostroma glucosiphilum,0,0,0,0,0,0
Ascomycota,Pseudoneurospora amorphoporcata,0,0,0,1,0,0
Ascomycota,Pseudopithomyces chartarum,0,0,0,1,0,0
Ascomycota,Pseudovirgaria hyperparasitica,0,0,0,1,0,0
Basidiomycota,Pseudozyma antarctica,0,0,0,0,0,0
Basidiomycota,Pseudozyma flocculosa,0,0,0,0,0,0
Basidiomycota,Pseudozyma hubeiensis,0,1,0,0,0,0
Basidiomycota,Psilocybe cf.,0,1,0,0,0,0
Basidiomycota,Psilocybe cubensis,0,0,0,0,0,0
Basidiomycota,Psilocybe cyanescens,0,0,0,0,0,0
Basidiomycota,Pterulicium gracile,0,0,0,0,0,0
Basidiomycota,Puccinia coronata,0,0,0,0,0,0
Basidiomycota,Puccinia graminis,0,0,0,0,0,0
Basidiomycota,Puccinia sorghi,0,0,0,0,0,0
Basidiomycota,Puccinia striiformis,0,0,0,0,0,0
Basidiomycota,Puccinia triticina,0,0,0,0,0,0
Basidiomycota,Punctularia strigosozonata,0,0,0,0,0,0
Ascomycota,Purpureocillium lavendulum,0,0,0,1,0,1
Ascomycota,Purpureocillium lilacinum,0,0,0,1,0,1
Ascomycota,Purpureocillium takamizusanense,0,0,0,1,0,0
Basidiomycota,Pycnoporus cinnabarinus,0,0,0,0,0,0
